Date,Category,Amount,Note,Is Spending?,Is big spending?
13/06/2011,Ăn trưa,13.000,,1,
13/06/2011,Cho mượn,500.000,Nhựt,0,
13/06/2011,Linh tinh,12.000,Thuốc,1,
14/06/2011,Ăn sáng,20.000,,1,
14/06/2011,Ăn trưa,18.000,,1,
14/06/2011,Đổ xăng,50.000,,1,
15/06/2011,Ăn sáng,15.000,,1,
15/06/2011,Ăn trưa,13.000,,1,
16/06/2011,Ăn sáng,15.000,,1,
16/06/2011,Ăn trưa,18.000,,1,
17/06/2011,Đổ xăng,40.000,,1,
17/06/2011,Ăn sáng,19.000,,1,
17/06/2011,Ăn trưa,13.000,,1,
18/06/2011,Linh tinh,14.000,Kem đánh răng,1,
19/06/2011,Gửi xe,3.000,,1,
20/06/2011,Ăn sáng,15.000,,1,
20/06/2011,Ăn trưa,13.000,,1,
20/06/2011,Đổ xăng,40.000,,1,
20/06/2011,Thu tiền mượn,-100.000,Lai,0,
20/06/2011,Linh tinh,7.500,Kẹo cho Minh Quốc,1,
21/06/2011,Ăn sáng,19.000,,1,
21/06/2011,Ăn trưa,13.000,,1,
21/06/2011,Ăn tối,34.000,Hủ tiếu (Lai),1,
21/06/2011,Linh tinh,200.000,Xem guitar,1,
21/06/2011,Gửi xe,3.000,,1,
22/06/2011,Ăn trưa,15.000,,1,
22/06/2011,Linh tinh,2.000,Sinh nhật Châu,1,
22/06/2011,Rút tài khoản,-500.000,,0,
23/06/2011,Ăn sáng,18.000,,1,
23/06/2011,Linh tinh,20.000,Vé số,1,
23/06/2011,Ăn trưa,30.000,,1,
23/06/2011,Gửi xe,1.000,,1,
23/06/2011,Nhậu,100.000,Lớp đại học (lãnh bằng),1,
23/06/2011,Đổ xăng,50.000,,1,
23/06/2011,Nhậu,150.000,Nhà (lãnh bằng),1,
24/06/2011,Ăn sáng,19.000,,1,
24/06/2011,Gửi xe,1.000,,1,
24/06/2011,Nhậu,100.000,[Vũng Tàu] Góp trước,1,
24/06/2011,Cho mượn,5.000,Anh Tuấn,0,
24/06/2011,Ăn trưa,13.000,,1,
24/06/2011,Ăn tối,17.000,,1,
24/06/2011,Hớt tóc,25.000,Ở Tân Bình,1,
24/06/2011,Linh tinh,4.000,Bàn chải đánh răng,1,
24/06/2011,Gửi xe,2.000,Chè đường Nguyễn Tri Phương,1,
25/06/2011,Cho mượn,14.000,Anh Tuấn,0,
25/06/2011,Linh tinh,55.000,[Vũng Tàu] Vòng tay 15 Móc khóa ốc 5 Móc khóa cá heo 5 Móc khóa ba lô 20 Rùa 10,1,
25/06/2011,Linh tinh,10.000,[Vũng Tàu] Taxi,1,
26/06/2011,Linh tinh,8.000,[Vũng Tàu] Xe đạp,1,
26/06/2011,Linh tinh,25.000,[Long Thành] Kẹo,1,
26/06/2011,Linh tinh,40.000,[Long Thành] Sữa,1,
27/06/2011,Ăn sáng,18.000,,1,
27/06/2011,Đổ xăng,40.000,,1,
27/06/2011,Ăn trưa,15.000,,1,
27/06/2011,Thu tiền mượn,-19.000,Anh Tuấn,0,
27/06/2011,Thu,-1.000,Anh Tuấn (đưa dư),1,
28/06/2011,Ăn sáng,16.000,,1,
28/06/2011,Ăn trưa,15.000,,1,
29/06/2011,Ăn sáng,15.000,,1,
29/06/2011,Ăn trưa,18.000,,1,
29/06/2011,Rút tài khoản,-500.000,,0,
30/06/2011,Đổ xăng,50.000,,1,
30/06/2011,Ăn sáng,10.000,,1,
30/06/2011,Cho mượn,500.000,Nhân,0,
30/06/2011,Ăn trưa,13.000,,1,
01/07/2011,Ăn sáng,20.000,,1,
01/07/2011,Ăn trưa,13.000,,1,
01/07/2011,Rút tài khoản,-500.000,,0,
01/07/2011,Thu,-500,Tiền mua bánh mì cho anh An dư,1,
01/07/2011,Đổ xăng,50.000,,1,
01/07/2011,Linh tinh,6.000,Bánh mì,1,
02/07/2011,Ăn sáng,20.000,,1,
02/07/2011,Thay nhớt,80.000,,1,
02/07/2011,Nhậu,107.500,,1,
02/07/2011,Linh tinh,11.000,Dưa leo,1,
03/07/2011,Linh tinh,180.000,"Bột giặt, mì gói, sữa",1,
03/07/2011,Gửi xe,1.000,Siêu thị,1,
04/07/2011,Ăn sáng,15.000,,1,
04/07/2011,Ăn trưa,13.000,,1,
05/07/2011,Ăn sáng,8.000,,1,
05/07/2011,Mượn,-50.000,An Gameloft,0,
05/07/2011,Ăn trưa,15.000,,1,
05/07/2011,Đổ xăng,50.000,,1,
06/07/2011,Linh tinh,10.000,Bàn chải đánh răng (cho anh Ba và cô Bảy),1,
06/07/2011,Ăn trưa,13.000,,1,
06/07/2011,Thu tiền mượn,-500.000,Nhân,0,
07/07/2011,Đổ xăng,50.000,,1,
07/07/2011,Trả tiền mượn,50.000,An Gameloft,0,
07/07/2011,Ăn trưa,15.000,,1,
08/07/2011,Ăn sáng,20.000,,1,
08/07/2011,Ăn trưa,22.000,,1,
08/07/2011,Linh tinh,13.000,"Cho Nhân, ăn trưa",1,
09/07/2011,Đổ xăng,50.000,,1,
09/07/2011,Linh tinh,73.000,Sách,1,
09/07/2011,Nhậu,100.000,,1,
09/07/2011,Gửi xe,10.000,Quán nhậu,1,
10/07/2011,Ăn sáng,17.000,,1,
11/07/2011,Ăn trưa,20.000,,1,
11/07/2011,Thu tiền mượn,-500.000,Nhựt,0,
11/07/2011,Đổ xăng,50.000,,1,
12/07/2011,Ăn sáng,8.000,,1,
12/07/2011,Ăn trưa,18.000,,1,
12/07/2011,Linh tinh,8.000,Nước ngọt,1,
13/07/2011,Ăn sáng,28.000,,1,
13/07/2011,Ăn trưa,15.000,,1,
13/07/2011,Đổ xăng,50.000,,1,
14/07/2011,Ăn sáng,18.000,,1,
14/07/2011,Ăn trưa,20.000,,1,
15/07/2011,Ăn sáng,16.000,,1,
15/07/2011,Ăn trưa,15.000,,1,
16/07/2011,Ăn sáng,7.000,,1,
16/07/2011,Linh tinh,8.000,Cà phê,1,
16/07/2011,Đổ xăng,50.000,,1,
17/07/2011,Linh tinh,54.000,Trà sữa,1,
17/07/2011,Linh tinh,170.000,Mua dép,1,
18/07/2011,Ăn sáng,16.000,,1,
18/07/2011,Ăn trưa,15.000,,1,
18/07/2011,Rút tài khoản,-700.000,,0,
19/07/2011,Ăn sáng,21.000,,1,
19/07/2011,Ăn trưa,15.000,,1,
19/07/2011,Linh tinh,90.000,Xem phim,1,
19/07/2011,Rút tài khoản,-500.000,,0,
19/07/2011,Cho mượn,500.000,Nhân,0,
19/07/2011,Ăn tối,10.000,Hambugur,1,
19/07/2011,Gửi xe,3.000,Rạp phim,1,
19/07/2011,Đổ xăng,50.000,,1,
19/07/2011,Linh tinh,15.000,Kem đánh răng,1,
20/07/2011,Ăn sáng,7.000,,1,
20/07/2011,Ăn trưa,20.000,,1,
20/07/2011,Cho mượn,200.000,Nhân,0,
21/07/2011,Ăn sáng,6.000,,1,
21/07/2011,Ăn trưa,15.000,,1,
22/07/2011,Ăn sáng,18.000,,1,
22/07/2011,Ăn trưa,15.000,,1,
22/07/2011,Linh tinh,18.000,Nước ngọt (Trả anh Nhựt Hải hôm uống ở rạp),1,
22/07/2011,Thu tiền mượn,-200.000,Nhân,0,
24/07/2011,Linh tinh,46.000,Sữa,1,
24/07/2011,Linh tinh,15.000,Rửa xe,1,
24/07/2011,Linh tinh,6.000,Cắt chìa khóa,1,
25/07/2011,Ăn sáng,18.000,,1,
25/07/2011,Đổ xăng,50.000,,1,
25/07/2011,Ăn trưa,15.000,,1,
26/07/2011,Ăn sáng,18.000,,1,
26/07/2011,Thu tiền mượn,-500.000,Nhân,0,
26/07/2011,Ăn trưa,20.000,,1,
27/07/2011,Ăn sáng,17.000,,1,
27/07/2011,Ăn trưa,15.000,,1,
27/07/2011,Đổ xăng,50.000,,1,
27/07/2011,Gửi xe,3.000,,1,
28/07/2011,Ăn sáng,20.000,,1,
28/07/2011,Ăn trưa,15.000,,1,
28/07/2011,Linh tinh,500,Bỏ heo,1,
28/07/2011,Nhậu,50.000,,1,
29/07/2011,Ăn sáng,18.000,,1,
29/07/2011,Đổ xăng,50.000,,1,
29/07/2011,Ăn trưa,15.000,,1,
30/07/2011,Ăn sáng,6.000,,1,
30/07/2011,Linh tinh,266.000,Áo khoác,1,
30/07/2011,Linh tinh,24.000,Trà sữa,1,
30/07/2011,Linh tinh,5.000,Cho Thu,1,
31/07/2011,Ăn sáng,7.000,,1,
31/07/2011,Linh tinh,3.000,Báo,1,
01/08/2011,Ăn sáng,7.000,,1,
01/08/2011,Đổ xăng,50.000,,1,
01/08/2011,Ăn trưa,18.000,,1,
01/08/2011,Linh tinh,14.000,Trà sữa,1,
02/08/2011,Ăn sáng,7.000,,1,
02/08/2011,Rút tài khoản,-500.000,,0,
02/08/2011,Gửi xe,6.000,Sân banh + Xe Nhân,1,
03/08/2011,Ăn sáng,16.000,,1,
03/08/2011,Ăn trưa,15.000,,1,
03/08/2011,Ăn tối,49.000,,1,
03/08/2011,Gửi xe,6.000,,1,
03/08/2011,Linh tinh,20.000,Vớ,1,
04/08/2011,Ăn sáng,15.000,,1,
04/08/2011,Ăn trưa,15.000,,1,
04/08/2011,Cho mượn,200.000,Nhân,0,
04/08/2011,Đổ xăng,50.000,,1,
04/08/2011,Linh tinh,16.000,Nước ngọt,1,
05/08/2011,Ăn sáng,18.000,,1,
05/08/2011,Ăn trưa,15.000,,1,
06/08/2011,Ăn sáng,14.000,,1,
06/08/2011,Linh tinh,5.000,"Sửa xe: Tra nhớt, bơm lốp",1,
06/08/2011,Đổ xăng,50.000,,1,
06/08/2011,Hớt tóc,20.000,,1,
06/08/2011,Rút tài khoản,-500.000,,0,
06/08/2011,Linh tinh,92.000,Cà phê với bé Hân,1,
07/08/2011,Ăn sáng,7.000,,1,
07/08/2011,Linh tinh,3.500,Báo,1,
07/08/2011,Linh tinh,100.000,Cho Thân,1,
07/08/2011,Linh tinh,8.000,Xe buýt,1,
07/08/2011,Rút tài khoản,-10.000.000,,0,
07/08/2011,Cho mượn,10.000.000,Chị Hai,0,
08/08/2011,Ăn sáng,7.000,,1,
08/08/2011,Ăn trưa,15.000,,1,
08/08/2011,Thu tiền mượn,-200.000,Nhân,0,
08/08/2011,Gửi xe,3.000,Maximark,1,
09/08/2011,Đổ xăng,50.000,,1,
09/08/2011,Ăn sáng,17.000,,1,
09/08/2011,Ăn trưa,15.000,,1,
09/08/2011,Linh tinh,10.000,Hambugur,1,
09/08/2011,Thu,-500,Rút heo,1,
09/08/2011,Đá banh,30.000,,1,
09/08/2011,Gửi xe,3.000,,1,
10/08/2011,Ăn sáng,18.000,,1,
10/08/2011,Ăn trưa,15.000,,1,
11/08/2011,Ăn sáng,7.000,,1,
11/08/2011,Ăn trưa,15.000,,1,
11/08/2011,Rút tài khoản,-500.000,,0,
11/08/2011,Linh tinh,518.500,,1,
11/08/2011,Gửi xe,3.000,Maximark,1,
12/08/2011,Ăn sáng,20.000,,1,
12/08/2011,Ăn trưa,15.000,,1,
12/08/2011,Linh tinh,15.500,Trà sữa,1,
12/08/2011,Đổ xăng,50.000,,1,
13/08/2011,Ăn sáng,21.000,,1,
14/08/2011,Linh tinh,4.000,Báo,1,
14/08/2011,Rút tài khoản,-500.000,,0,
14/08/2011,Ăn sáng,21.000,,1,
14/08/2011,Linh tinh,16.000,Xe buýt,1,
14/08/2011,Thu,-30.000,Hỗ trợ hiến máu,1,
14/08/2011,Ăn trưa,30.000,,1,
14/08/2011,Gửi xe,4.000,Chùa,1,
15/08/2011,Ăn sáng,19.000,,1,
15/08/2011,Ăn trưa,15.000,,1,
16/08/2011,Ăn sáng,18.000,,1,
16/08/2011,Đổ xăng,50.000,,1,
16/08/2011,Ăn trưa,20.000,,1,
16/08/2011,Đá banh,50.000,,1,
16/08/2011,Gửi xe,3.000,,1,
17/08/2011,Ăn sáng,19.000,,1,
17/08/2011,Ăn trưa,17.000,,1,
17/08/2011,Rút tài khoản,-2.500.000,,0,
17/08/2011,Cho mượn,2.000.000,Phong,0,
18/08/2011,Đổ xăng,50.000,,1,
18/08/2011,Ăn sáng,20.000,,1,
18/08/2011,Ăn trưa,15.000,,1,
18/08/2011,Gửi xe,3.000,,1,
18/08/2011,Đá banh,25.000,,1,
19/08/2011,Ăn trưa,15.000,,1,
19/08/2011,Cho mượn,200.000,Nhựt,0,
20/08/2011,Đổ xăng,40.000,,1,
20/08/2011,Ăn sáng,52.000,,1,
20/08/2011,Nhậu,100.000,Tiễn Linh,1,
22/08/2011,Ăn sáng,20.000,,1,
22/08/2011,Đổ xăng,50.000,,1,
22/08/2011,Rút tài khoản,-500.000,,0,
22/08/2011,Cho mượn,500.000,Nhân,0,
22/08/2011,Ăn trưa,15.000,,1,
22/08/2011,Linh tinh,8.000,Nước ngọt,1,
22/08/2011,Ăn tối,50.000,Với Loan,1,
23/08/2011,Linh tinh,20.000,Vé số,1,
23/08/2011,Ăn sáng,16.000,,1,
23/08/2011,Ăn trưa,15.000,,1,
23/08/2011,Đá banh,40.000,,1,
23/08/2011,Gửi xe,3.000,,1,
24/08/2011,Đổ xăng,50.000,,1,
24/08/2011,Ăn sáng,17.000,,1,
24/08/2011,Ăn trưa,15.000,,1,
25/08/2011,Ăn sáng,18.000,,1,
25/08/2011,Ăn trưa,15.000,,1,
25/08/2011,Rút tài khoản,-1.000.000,,0,
25/08/2011,Cho mượn,500.000,Cường,0,
26/08/2011,Ăn sáng,19.000,,1,
26/08/2011,Linh tinh,96.000,Nạp card điện thoại,1,
26/08/2011,Ăn trưa,20.000,,1,
27/08/2011,Đổ xăng,50.000,,1,
27/08/2011,Đá banh,25.000,,1,
28/08/2011,Ăn sáng,24.000,,1,
28/08/2011,Linh tinh,15.000,Rửa xe,1,
29/08/2011,Ăn sáng,18.000,,1,
29/08/2011,Ăn trưa,15.000,,1,
29/08/2011,Thu tiền mượn,-200.000,Nhựt,0,
29/08/2011,Mượn,-200.000,Nhựt,0,
30/08/2011,Đổ xăng,50.000,,1,
30/08/2011,Ăn sáng,20.000,,1,
30/08/2011,Linh tinh,6.000,Mua bánh mì cho Nhân,1,
30/08/2011,Ăn trưa,15.000,,1,
30/08/2011,Cho mượn,15.000,Mua cơm cho Châu,0,
30/08/2011,Linh tinh,20.000,Nước ngọt (2 lon Red-bull),1,
30/08/2011,Linh tinh,11.000,"Đi chơi nhà thờ Đức Bà với Trang, Trúc, Lai, Cường & em Cường",1,
30/08/2011,Linh tinh,100.000,"Cho Linh (tại nhà thờ Đức Bà, cùng với Lai, Trang, Trúc)",1,
30/08/2011,Gửi xe,2.000,,1,
31/08/2011,Ăn sáng,7.000,,1,
31/08/2011,Ăn trưa,15.000,,1,
31/08/2011,Thu tiền mượn,-15.000,Châu,0,
01/09/2011,Ăn sáng,30.000,,1,
01/09/2011,Ăn trưa,15.000,,1,
01/09/2011,Linh tinh,20.000,Vé số,1,
01/09/2011,Nhậu,100.000,"Nhân, anh Bình",1,
02/09/2011,Rút tài khoản,-1.000.000,,0,
02/09/2011,Cho mượn,500.000,Nhân,0,
03/09/2011,Đổ xăng,50.000,,1,
03/09/2011,Cho mượn,500.000,Linh,0,
04/09/2011,Gửi xe,3.000,,1,
04/09/2011,Linh tinh,20.000,Cà phê với 12A,1,
04/09/2011,Linh tinh,10.000,Hủ tiếu,1,
04/09/2011,Đá banh,50.000,Hôm qua + Hôm nay,1,
04/09/2011,Gửi xe,10.000,Cả nhóm,1,
05/09/2011,Linh tinh,3.000,Cho ông ăn xin,1,
05/09/2011,Ăn sáng,19.000,,1,
05/09/2011,Ăn trưa,15.000,,1,
06/09/2011,Ăn sáng,12.000,+Nhân,1,
06/09/2011,Ăn trưa,20.000,,1,
06/09/2011,Thu tiền mượn,-100.000,Nhân,0,
06/09/2011,Linh tinh,40.000,Cắt chìa khóa,1,
06/09/2011,Đá banh,30.000,,1,
06/09/2011,Gửi xe,3.000,,1,
06/09/2011,Ăn tối,18.000,,1,
07/09/2011,Đổ xăng,50.000,,1,
07/09/2011,Rút tài khoản,-1.000.000,,0,
07/09/2011,Ăn trưa,15.000,,1,
08/09/2011,Ăn trưa,15.000,,1,
08/09/2011,Linh tinh,15.000,Trà sữa,1,
08/09/2011,Nhậu,100.000,,1,
09/09/2011,Ăn sáng,12.000,,1,
09/09/2011,Linh tinh,7.000,Cà phê,1,
09/09/2011,Ăn trưa,15.000,,1,
09/09/2011,Ăn tối,15.000,,1,
09/09/2011,Cho mượn,500.000,Nhân,0,
10/09/2011,Thu,-100.000,Chị Châu cho,1,
10/09/2011,Linh tinh,50.000,"Cà phê với 2 Thịnh, Cường, Trúc",1,
11/09/2011,Đổ xăng,50.000,,1,
11/09/2011,Linh tinh,55.000,Mì gói + Cờ tướng,1,
11/09/2011,Đá banh,25.000,,1,
11/09/2011,Gửi xe,8.000,,1,
12/09/2011,Ăn sáng,19.000,,1,
12/09/2011,Ăn trưa,15.000,,1,
13/09/2011,Ăn sáng,30.000,+Nhân,1,
13/09/2011,Ăn trưa,15.000,,1,
13/09/2011,Đá banh,35.000,,1,
13/09/2011,Cho mượn,35.000,Nhân,0,
13/09/2011,Gửi xe,3.000,,1,
14/09/2011,Ăn sáng,30.000,+Nhân,1,
14/09/2011,Ăn trưa,15.000,,1,
14/09/2011,Thu tiền mượn,-35.000,Nhân,0,
14/09/2011,Linh tinh,7.000,Cà phê,1,
15/09/2011,Ăn trưa,20.000,,1,
15/09/2011,Rút tài khoản,-1.000.000,,0,
15/09/2011,Linh tinh,25.000,Sinh tố,1,
16/09/2011,Ăn sáng,30.000,,1,
16/09/2011,Ăn trưa,15.000,,1,
17/09/2011,Đổ xăng,50.000,,1,
17/09/2011,Đá banh,30.000,,1,
17/09/2011,Gửi xe,2.000,,1,
17/09/2011,Ăn tối,25.000,,1,
17/09/2011,Linh tinh,10.000,Sinh tố,1,
18/09/2011,Phòng,200.000,,1,
18/09/2011,Linh tinh,150.000,Đồ dùng trong nhà + Ăn trưa,1,
18/09/2011,Linh tinh,50.000,Offline guitarpro.vn với Loan,1,
19/09/2011,Ăn sáng,15.000,,1,
19/09/2011,Ăn trưa,15.000,,1,
20/09/2011,Trả tiền mượn,200.000,Nhựt,0,
20/09/2011,Ăn trưa,15.000,,1,
20/09/2011,Cho mượn,150.000,Nhân,0,
20/09/2011,Đá banh,25.000,,1,
20/09/2011,Gửi xe,3.000,,1,
21/09/2011,Rút tài khoản,-1.000.000,,0,
21/09/2011,Ăn trưa,15.000,,1,
22/09/2011,Ăn sáng,50.000,Trả dùm Nhân mấy bữa trước,1,
22/09/2011,Ăn trưa,20.000,,1,
22/09/2011,Cho mượn,100.000,Nhân,0,
22/09/2011,Đổ xăng,50.000,,1,
23/09/2011,Ăn sáng,30.000,,1,
23/09/2011,Ăn trưa,15.000,,1,
23/09/2011,Gửi xe,3.000,Rạp phim,1,
23/09/2011,Linh tinh,18.000,Nước ngọt (Rạp phim),1,
24/09/2011,Cho mượn,150.000,Nhân,0,
24/09/2011,Linh tinh,106.000,Thẻ nhớ,1,
24/09/2011,Ăn trưa,15.000,,1,
24/09/2011,Linh tinh,1.000,Đá lạnh,1,
24/09/2011,Rút tài khoản,-1.800.000,,0,
24/09/2011,Linh tinh,100.000,Capo,1,
24/09/2011,Linh tinh,290.000,Metronome,1,
24/09/2011,Cho mượn,400.000,Lai,0,
24/09/2011,Linh tinh,10.000,Cho Lai (mua capo + metronome),1,
24/09/2011,Gửi xe,3.000,Nhà thi đấu Phú Thọ,1,
24/09/2011,Nhậu,100.000,"với Lai, Thịnh",1,
25/09/2011,Linh tinh,170.000,"Đi chơi Thanh Đa, Bình Quới cùng 12A (Câu cá, ăn nhậu)",1,
25/09/2011,Đá banh,50.000,Thua,1,
25/09/2011,Gửi xe,2.000,Sân banh,1,
25/09/2011,Đổ xăng,50.000,,1,
26/09/2011,Ăn trưa,15.000,,1,
26/09/2011,Linh tinh,150.000,Xem phim,1,
26/09/2011,Ăn tối,29.000,,1,
26/09/2011,Linh tinh,25.000,Chụp hình thẻ,1,
27/09/2011,Ăn sáng,24.000,,1,
27/09/2011,Ăn trưa,15.000,,1,
27/09/2011,Đá banh,35.000,,1,
27/09/2011,Gửi xe,3.000,,1,
27/09/2011,Ăn tối,9.000,,1,
28/09/2011,Ăn trưa,19.000,,1,
28/09/2011,Ăn tối,12.000,,1,
28/09/2011,Linh tinh,12.000,Bình ga,1,
28/09/2011,Linh tinh,1.000,Đá lạnh,1,
29/09/2011,Ăn sáng,20.000,,1,
29/09/2011,Ăn trưa,20.000,,1,
29/09/2011,Thu,-6.000,Mì gói cho a.Viễn :)),1,
30/09/2011,Ăn sáng,23.000,Trả lúc trưa cho Nhân,1,
30/09/2011,Ăn trưa,20.000,,1,
30/09/2011,Ăn tối,15.000,,1,
30/09/2011,Linh tinh,28.000,Cà phê,1,
01/10/2011,Đổ xăng,50.000,,1,
01/10/2011,Linh tinh,5.000,Hành tây,1,
01/10/2011,Nhậu,200.000,Sinh nhật Hồng 3 Mùi,1,
02/10/2011,Đá banh,50.000,,1,
02/10/2011,Gửi xe,2.000,Sân banh,1,
03/10/2011,Thu,-6.000,Sữa cho Châu,1,
03/10/2011,Ăn trưa,15.000,,1,
03/10/2011,Ăn tối,15.000,,1,
03/10/2011,Linh tinh,18.000,Thuốc,1,
04/10/2011,Ăn sáng,18.000,,1,
04/10/2011,Ăn trưa,15.000,,1,
04/10/2011,Đá banh,35.000,,1,
04/10/2011,Gửi xe,6.000,Trả dùm a.Viễn,1,
04/10/2011,Ăn tối,14.000,,1,
05/10/2011,Ăn sáng,22.000,,1,
05/10/2011,Cho mượn,100.000,Nhân,0,
05/10/2011,Ăn trưa,15.000,,1,
05/10/2011,Rút tài khoản,-1.000.000,,0,
05/10/2011,Đổ xăng,50.000,,1,
05/10/2011,Ăn tối,27.000,,1,
06/10/2011,Ăn trưa,30.000,With Nhân,1,
06/10/2011,Linh tinh,10.000,Nước ngọt,1,
06/10/2011,Ăn tối,15.000,,1,
06/10/2011,Linh tinh,116.000,Cà phê,1,
07/10/2011,Ăn sáng,30.000,,1,
07/10/2011,Gửi xe,3.000,Big C,1,
07/10/2011,Linh tinh,50.000,"Cafe, giấy đựng rác, ăn tối...",1,
08/10/2011,Ăn trưa,27.000,,1,
08/10/2011,Ăn tối,48.000,,1,
08/10/2011,Đổ xăng,50.000,,1,
09/10/2011,Linh tinh,2.000,Bơm xe,1,
09/10/2011,Rút tài khoản,-3.000.000,,0,
09/10/2011,Cho mượn,3.000.000,Chị Hai,0,
09/10/2011,Thu,-3.000,Mua nón bảo hiểm dư,1,
09/10/2011,Hớt tóc,20.000,,1,
09/10/2011,Ăn tối,21.000,,1,
10/10/2011,Ăn trưa,20.000,,1,
10/10/2011,Linh tinh,40.000,Bánh tráng,1,
11/10/2011,Ăn sáng,16.000,,1,
11/10/2011,Linh tinh,10.000,Nước ngọt,1,
11/10/2011,Ăn trưa,15.000,,1,
11/10/2011,Linh tinh,10.000,Phụ tiền cắt chìa khóa với Nhân,1,
11/10/2011,Đá banh,35.000,,1,
11/10/2011,Gửi xe,3.000,,1,
11/10/2011,Ăn tối,12.000,,1,
12/10/2011,Đổ xăng,50.000,,1,
12/10/2011,Ăn sáng,20.000,,1,
12/10/2011,Ăn trưa,15.000,,1,
13/10/2011,Ăn sáng,30.000,,1,
13/10/2011,Ăn trưa,15.000,,1,
13/10/2011,Ăn tối,31.000,Với Loan,1,
14/10/2011,Ăn trưa,20.000,,1,
15/10/2011,Ăn sáng,12.000,,1,
15/10/2011,Rút tài khoản,-1.000.000,,0,
16/10/2011,Linh tinh,6.000,Báo + Đá lạnh,1,
16/10/2011,Thay nhớt,100.000,+ Tăng xên,1,
16/10/2011,Đổ xăng,50.000,,1,
16/10/2011,Nhậu,102.000,"Với Thu, bé Thương",1,
17/10/2011,Ăn sáng,19.000,,1,
17/10/2011,Ăn trưa,15.000,,1,
17/10/2011,Rút tài khoản,-1.000.000,,0,
17/10/2011,Cho mượn,200.000,Nhân,0,
17/10/2011,Phòng,800.000,,1,
17/10/2011,Ăn tối,18.000,,1,
18/10/2011,Ăn trưa,15.000,,1,
18/10/2011,Gửi xe,3.000,Cho Nhân,1,
18/10/2011,Ăn tối,24.000,,1,
18/10/2011,Linh tinh,1.000,Đá lạnh,1,
19/10/2011,Ăn trưa,15.000,,1,
19/10/2011,Ăn tối,15.000,,1,
19/10/2011,Linh tinh,105.000,"Sách (Đặng Thái Sơn, cờ vua), long não, kẹo mút",1,
19/10/2011,Thu tiền mượn,-1.000.000,Nhân,0,
20/10/2011,Ăn sáng,30.000,,1,
20/10/2011,Ăn trưa,15.000,,1,
20/10/2011,Nhậu,125.000,"Ăn tối, karaoke",1,
21/10/2011,Ăn trưa,15.000,,1,
21/10/2011,Ăn tối,15.000,,1,
21/10/2011,Đổ xăng,50.000,,1,
21/10/2011,Linh tinh,30.000,Sạc điện thoại,1,
23/10/2011,Linh tinh,13.000,Thuốc,1,
23/10/2011,Ăn sáng,7.000,,1,
23/10/2011,Linh tinh,100.000,Offline Viet Guitar,1,
23/10/2011,Gửi xe,5.000,,1,
24/10/2011,Linh tinh,18.000,Thuốc,1,
24/10/2011,Ăn sáng,10.000,,1,
24/10/2011,Ăn trưa,15.000,,1,
24/10/2011,Cho mượn,500.000,Nhựt,0,
25/10/2011,Ăn sáng,30.000,,1,
25/10/2011,Nhậu,60.000,,1,
25/10/2011,Gửi xe,2.000,,1,
26/10/2011,Ăn trưa,30.000,,1,
26/10/2011,Đổ xăng,50.000,,1,
27/10/2011,Ăn sáng,22.000,,1,
27/10/2011,Ăn trưa,20.000,,1,
27/10/2011,Cho mượn,200.000,Nhân,0,
27/10/2011,Linh tinh,9.000,Nước,1,
28/10/2011,Ăn trưa,15.000,,1,
28/10/2011,Linh tinh,36.000,"Sinh tố, cá viên chiên",1,
29/10/2011,Linh tinh,7.000,Bánh mì,1,
30/10/2011,Ăn sáng,23.000,,1,
30/10/2011,Ăn trưa,15.000,,1,
30/10/2011,Linh tinh,12.000,Sữa,1,
30/10/2011,Ăn tối,16.000,,1,
31/10/2011,Ăn trưa,15.000,,1,
31/10/2011,Thu,-6.000,Mì gói cho anh Viễn,1,
31/10/2011,Rút tài khoản,-900.000,,0,
31/10/2011,Ăn tối,20.000,,1,
31/10/2011,Đổ xăng,50.000,,1,
31/10/2011,Linh tinh,8.000,Nước ngọt (đi coi hát với Mỹ ở nhà hát thành phố,1,
01/11/2011,Ăn sáng,22.000,,1,
01/11/2011,Ăn trưa,15.000,,1,
01/11/2011,Đá banh,30.000,,1,
01/11/2011,Gửi xe,3.000,,1,
01/11/2011,Ăn tối,24.000,,1,
02/11/2011,Ăn sáng,39.000,,1,
02/11/2011,Ăn trưa,20.000,,1,
02/11/2011,Linh tinh,15.000,Kem đánh răng,1,
03/11/2011,Ăn sáng,30.000,,1,
03/11/2011,Ăn trưa,15.000,,1,
03/11/2011,Ăn tối,10.000,,1,
04/11/2011,Ăn trưa,15.000,,1,
05/11/2011,Gửi xe,3.000,Sân bóng Phú Thọ,1,
05/11/2011,Linh tinh,16.000,Nước ngọt,1,
05/11/2011,Đổ xăng,50.000,,1,
05/11/2011,Linh tinh,20.000,Đồ ăn tối cho Nhân,1,
06/11/2011,Ăn sáng,8.000,,1,
06/11/2011,Mượn,-200.000,Nhân,0,
06/11/2011,Gửi xe,5.000,Nhà hàng Thủy Tạ,1,
06/11/2011,Linh tinh,500.000,Đám cưới anh Khang,1,1
06/11/2011,Linh tinh,78.000,"Cà phê với a.Tâm, a.Tài, a.Bình, Nhân",1,
07/11/2011,Ăn trưa,15.000,,1,
07/11/2011,Linh tinh,23.000,Sữa,1,
07/11/2011,Thất thoát,140.000,,1,
07/11/2011,Rút tài khoản,-1.000.000,,0,
